dataset;sequence_identifier;Domain;Phylum;Class;Order;Family;Genus;Species
16s;OTU_1301;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;
16s;OTU_1302;Unclassified;;;;;;
16s;OTU_1303;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;;
16s;OTU_1304;Unclassified;;;;;;
16s;OTU_1305;Unclassified;;;;;;
16s;OTU_1306;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;;
16s;OTU_1307;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2;
16s;OTU_1308;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;;
16s;OTU_1309;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;;
16s;OTU_1310;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
16s;OTU_1311;Unclassified;;;;;;
16s;OTU_1312;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;;
16s;OTU_1313;Unclassified;;;;;;
16s;OTU_1314;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
16s;OTU_1315;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1316;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1317;Unclassified;;;;;;
16s;OTU_1318;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;C1-B045;
16s;OTU_1319;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1320;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
16s;OTU_1321;Unclassified;;;;;;
16s;OTU_1322;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
16s;OTU_1323;Unclassified;;;;;;
16s;OTU_1324;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
16s;OTU_1325;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1326;Unclassified;;;;;;
16s;OTU_1327;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
16s;OTU_1328;Unclassified;;;;;;
16s;OTU_1329;Unclassified;;;;;;
16s;OTU_1330;Bacteria;Planctomycetota;Pla4 lineage;;;;
16s;OTU_1331;Bacteria;Chloroflexi;Anaerolineae;SBR1031;;;
16s;OTU_1332;Unclassified;;;;;;
16s;OTU_1333;Unclassified;;;;;;
16s;OTU_1334;Unclassified;;;;;;
16s;OTU_1335;Unclassified;;;;;;
16s;OTU_1336;Unclassified;;;;;;
16s;OTU_1337;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;;
16s;OTU_1338;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma;
16s;OTU_1339;Unclassified;;;;;;
16s;OTU_1340;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1341;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;uncultured;
16s;OTU_1342;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;;
16s;OTU_1343;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1344;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1345;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1346;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;;;
16s;OTU_1347;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1348;Bacteria;Proteobacteria;Gammaproteobacteria;F9P41300-M23;;;
16s;OTU_1349;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;
16s;OTU_1350;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1351;Unclassified;;;;;;
16s;OTU_1352;Unclassified;;;;;;
16s;OTU_1353;Unclassified;;;;;;
16s;OTU_1354;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;;
16s;OTU_1355;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB;
16s;OTU_1356;Unclassified;;;;;;
16s;OTU_1357;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
16s;OTU_1358;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
16s;OTU_1359;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;;
16s;OTU_1360;Unclassified;;;;;;
16s;OTU_1361;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured;
16s;OTU_1362;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
16s;OTU_1363;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
16s;OTU_1364;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1365;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
16s;OTU_1366;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1367;Unclassified;;;;;;
16s;OTU_1368;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
16s;OTU_1369;Unclassified;;;;;;
16s;OTU_1370;Unclassified;;;;;;
16s;OTU_1371;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
16s;OTU_1372;Bacteria;NB1-j;;;;;
16s;OTU_1373;Bacteria;NB1-j;;;;;
16s;OTU_1374;Unclassified;;;;;;
16s;OTU_1375;Unclassified;;;;;;
16s;OTU_1376;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
16s;OTU_1377;Unclassified;;;;;;
16s;OTU_1378;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira;
16s;OTU_1379;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;;;
16s;OTU_1380;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;;
16s;OTU_1381;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
16s;OTU_1382;Unclassified;;;;;;
16s;OTU_1383;Unclassified;;;;;;
16s;OTU_1384;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
16s;OTU_1385;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;;
16s;OTU_1386;Unclassified;;;;;;
16s;OTU_1387;Unclassified;;;;;;
16s;OTU_1388;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;;
16s;OTU_1389;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
16s;OTU_1390;Unclassified;;;;;;
16s;OTU_1391;Unclassified;;;;;;
16s;OTU_1392;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
16s;OTU_1393;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;
16s;OTU_1394;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
16s;OTU_1395;Bacteria;Planctomycetota;Pla3 lineage;;;;
16s;OTU_1396;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
16s;OTU_1397;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;;;
16s;OTU_1398;Unclassified;;;;;;
16s;OTU_1399;Unclassified;;;;;;
16s;OTU_1400;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
16s;OTU_1401;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1402;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
16s;OTU_1403;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
16s;OTU_1404;Unclassified;;;;;;
16s;OTU_1405;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;uncultured;
16s;OTU_1406;Unclassified;;;;;;
16s;OTU_1407;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
16s;OTU_1408;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
16s;OTU_1409;Unclassified;;;;;;
16s;OTU_1410;Unclassified;;;;;;
16s;OTU_1411;Bacteria;SAR324 clade(Marine group B);;;;;
16s;OTU_1412;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured;
16s;OTU_1413;Unclassified;;;;;;
16s;OTU_1414;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;;
16s;OTU_1415;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;
16s;OTU_1416;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;;
16s;OTU_1417;Unclassified;;;;;;
16s;OTU_1418;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
16s;OTU_1419;Unclassified;;;;;;
16s;OTU_1420;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
16s;OTU_1421;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
16s;OTU_1422;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
16s;OTU_1423;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
16s;OTU_1424;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1425;Unclassified;;;;;;
16s;OTU_1426;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2;
16s;OTU_1427;Unclassified;;;;;;
16s;OTU_1428;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;
16s;OTU_1429;Unclassified;;;;;;
16s;OTU_1430;Unclassified;;;;;;
16s;OTU_1431;Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;uncultured;
16s;OTU_1432;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14;
16s;OTU_1433;Unclassified;;;;;;
16s;OTU_1434;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
16s;OTU_1435;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1436;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum;
16s;OTU_1437;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
16s;OTU_1438;Unclassified;;;;;;
16s;OTU_1439;Unclassified;;;;;;
16s;OTU_1440;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
16s;OTU_1441;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudahrensia;
16s;OTU_1442;Unclassified;;;;;;
16s;OTU_1443;Unclassified;;;;;;
16s;OTU_1444;Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;;;
16s;OTU_1445;Unclassified;;;;;;
16s;OTU_1446;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1447;Unclassified;;;;;;
16s;OTU_1448;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
16s;OTU_1449;Unclassified;;;;;;
16s;OTU_1450;Unclassified;;;;;;
16s;OTU_1451;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
16s;OTU_1452;Unclassified;;;;;;
16s;OTU_1453;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
16s;OTU_1454;Unclassified;;;;;;
16s;OTU_1455;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
16s;OTU_1456;Unclassified;;;;;;
16s;OTU_1457;Unclassified;;;;;;
16s;OTU_1458;Unclassified;;;;;;
16s;OTU_1459;Unclassified;;;;;;
16s;OTU_1460;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1461;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
16s;OTU_1462;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
16s;OTU_1463;Unclassified;;;;;;
16s;OTU_1464;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
16s;OTU_1465;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga;
16s;OTU_1466;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;;
16s;OTU_1467;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
16s;OTU_1468;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
16s;OTU_1469;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;;
16s;OTU_1470;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;
16s;OTU_1471;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured;
16s;OTU_1472;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
16s;OTU_1473;Unclassified;;;;;;
16s;OTU_1474;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa;
16s;OTU_1475;Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus;Omnitrophus
16s;OTU_1476;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;
16s;OTU_1477;Unclassified;;;;;;
16s;OTU_1478;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;
16s;OTU_1479;Unclassified;;;;;;
16s;OTU_1480;Unclassified;;;;;;
16s;OTU_1481;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;;
16s;OTU_1482;Unclassified;;;;;;
16s;OTU_1483;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;;
16s;OTU_1484;Bacteria;NB1-j;;;;;
16s;OTU_1485;Unclassified;;;;;;
16s;OTU_1486;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
16s;OTU_1487;Bacteria;Desulfobacterota;Desulfuromonadia;PB19;;;
16s;OTU_1488;Unclassified;;;;;;
16s;OTU_1489;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;wb1-P19;
16s;OTU_1490;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
16s;OTU_1491;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
16s;OTU_1492;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;;
16s;OTU_1493;Unclassified;;;;;;
16s;OTU_1494;Unclassified;;;;;;
16s;OTU_1495;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;
16s;OTU_1496;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus;
16s;OTU_1497;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Pseudovibrio;
16s;OTU_1498;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureivirga;
16s;OTU_1499;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
16s;OTU_1500;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;uncultured;
16s;OTU_1501;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;
16s;OTU_1502;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;EC94;;
16s;OTU_1503;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae;;
16s;OTU_1504;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Endozoicomonas;
16s;OTU_1505;Unclassified;;;;;;
16s;OTU_1506;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;;
16s;OTU_1507;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus;
16s;OTU_1508;Unclassified;;;;;;
16s;OTU_1509;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;
16s;OTU_1510;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;Neptuniibacter;
16s;OTU_1511;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;;
16s;OTU_1512;Unclassified;;;;;;
16s;OTU_1513;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
16s;OTU_1514;Unclassified;;;;;;
16s;OTU_1515;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Persicirhabdus;
16s;OTU_1516;Unclassified;;;;;;
16s;OTU_1517;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;Thalassotalea;
16s;OTU_1518;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1519;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;
16s;OTU_1520;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;;
16s;OTU_1521;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1522;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;
16s;OTU_1523;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus;
16s;OTU_1524;Unclassified;;;;;;
16s;OTU_1525;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;;
16s;OTU_1526;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
16s;OTU_1527;Unclassified;;;;;;
16s;OTU_1528;Bacteria;;;;;;
16s;OTU_1529;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
16s;OTU_1530;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;
16s;OTU_1531;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;;
16s;OTU_1532;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
16s;OTU_1533;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;uncultured;
16s;OTU_1534;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter;
16s;OTU_1535;Unclassified;;;;;;
16s;OTU_1536;Unclassified;;;;;;
16s;OTU_1537;Unclassified;;;;;;
16s;OTU_1538;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21;
16s;OTU_1539;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
16s;OTU_1540;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter;
16s;OTU_1541;Unclassified;;;;;;
16s;OTU_1542;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;;;
16s;OTU_1543;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
16s;OTU_1544;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
16s;OTU_1545;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
16s;OTU_1546;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
16s;OTU_1547;Unclassified;;;;;;
16s;OTU_1548;Unclassified;;;;;;
16s;OTU_1549;Unclassified;;;;;;
16s;OTU_1550;Unclassified;;;;;;
16s;OTU_1551;Unclassified;;;;;;
16s;OTU_1552;Unclassified;;;;;;
16s;OTU_1553;Unclassified;;;;;;
16s;OTU_1554;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
16s;OTU_1555;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
16s;OTU_1556;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
16s;OTU_1557;Unclassified;;;;;;
16s;OTU_1558;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Oceanospirillaceae;Oceanospirillum;
16s;OTU_1559;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
16s;OTU_1560;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;;
16s;OTU_1561;Unclassified;;;;;;
16s;OTU_1562;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
16s;OTU_1563;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
16s;OTU_1564;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;uncultured;
16s;OTU_1565;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Maricaulis;
16s;OTU_1566;Unclassified;;;;;;
16s;OTU_1567;Unclassified;;;;;;
16s;OTU_1568;Unclassified;;;;;;
16s;OTU_1569;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;;
16s;OTU_1570;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;
16s;OTU_1571;Unclassified;;;;;;
16s;OTU_1572;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter;
16s;OTU_1573;Unclassified;;;;;;
16s;OTU_1574;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured;
16s;OTU_1575;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
16s;OTU_1576;Unclassified;;;;;;
16s;OTU_1577;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Halioglobus;
16s;OTU_1578;Unclassified;;;;;;
16s;OTU_1579;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
16s;OTU_1580;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
16s;OTU_1581;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;;
16s;OTU_1582;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus;Entotheonella
16s;OTU_1583;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;;
16s;OTU_1584;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;
16s;OTU_1585;Unclassified;;;;;;
16s;OTU_1586;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;;;
16s;OTU_1587;Unclassified;;;;;;
16s;OTU_1588;Unclassified;;;;;;
16s;OTU_1589;Unclassified;;;;;;
16s;OTU_1590;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Maritalea;
16s;OTU_1591;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1592;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Microbulbiferaceae;Microbulbifer;
16s;OTU_1593;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
16s;OTU_1594;Bacteria;Planctomycetota;OM190;;;;
16s;OTU_1595;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;;
16s;OTU_1596;Unclassified;;;;;;
16s;OTU_1597;Unclassified;;;;;;
16s;OTU_1598;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius;
16s;OTU_1599;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group;
16s;OTU_1600;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Filomicrobium;
16s;OTU_1601;Bacteria;NB1-j;;;;;
16s;OTU_1602;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;
16s;OTU_1603;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
16s;OTU_1604;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
16s;OTU_1605;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
16s;OTU_1606;Unclassified;;;;;;
16s;OTU_1607;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
16s;OTU_1608;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;;
16s;OTU_1609;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Tistlia;
16s;OTU_1610;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;cvE6;;
16s;OTU_1611;Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;;
16s;OTU_1612;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;
16s;OTU_1613;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter;
16s;OTU_1614;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas;
16s;OTU_1615;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
16s;OTU_1616;Unclassified;;;;;;
16s;OTU_1617;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
16s;OTU_1618;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;uncultured;
16s;OTU_1619;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;;
16s;OTU_1620;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
16s;OTU_1621;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SCGC AAA164-E04;
16s;OTU_1622;Unclassified;;;;;;
16s;OTU_1623;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;uncultured;
